identifier,fullStatement,humanCodingScheme,listEnumeration,notes,educationLevel,CFItemType
5ebf444e-d7cc-11e8-824f-0242ac160002,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone.",HSG-GMD.A.1,1,"Use dissection arguments, Cavalieri's principle, and informal limit arguments.","09,10,11,12",Standard
5ec07a3a-d7cc-11e8-824f-0242ac160002,(+) Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.,HSG-GMD.A.2,2,,"09,10,11,12",Standard
5ec14658-d7cc-11e8-824f-0242ac160002,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",HSG-GMD.A.3,3,,"09,10,11,12",Standard
5ebe23a5-d7cc-11e8-824f-0242ac160002,Visualize relationships between two-dimensional and three-dimensional objects,HSG-GMD.B,,,"09,10,11,12",Cluster
5ec1e95d-d7cc-11e8-824f-0242ac160002,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",HSG-GMD.B.4,4,,"09,10,11,12",Standard
7383e2b4-d7cc-11e8-824f-0242ac160002,"Know that the effect of a scale factor k greater than zero on length, area, and volume is to multiply each by k, k², and k³, respectively; determine length, area and volume measures using scale factors.",HSG.GMD.5,5,,"09,10,11,12",Standard
7383e4ab-d7cc-11e8-824f-0242ac160002,"Verify experimentally that in a triangle, angles opposite longer sides are larger, sides opposite larger angles are longer, and the sum of any two side lengths is greater than the remaining side length; apply these relationships to solve real-world and mathematical problems.",HSG.GMD.6,6,,"09,10,11,12",Standard
5ebddedd-d7cc-11e8-824f-0242ac160002,Modeling with Geometry,,,,"09,10,11,12",Domain
5ebe2977-d7cc-11e8-824f-0242ac160002,Apply geometric concepts in modeling situations,HSG-MG.A,,,"09,10,11,12",Cluster
5ebf4a16-d7cc-11e8-824f-0242ac160002,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).",HSG-MG.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ec07f02-d7cc-11e8-824f-0242ac160002,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).",HSG-MG.A.2,2,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ec14aed-d7cc-11e8-824f-0242ac160002,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).",HSG-MG.A.3,3,,"09,10,11,12",Standard
5ec208e2-d7cc-11e8-824f-0242ac160002,Statistics & Probability,,5,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Conceptual Category
5ebde1ae-d7cc-11e8-824f-0242ac160002,Interpreting Categorical & Quantitative Data,,,,"09,10,11,12",Domain
5ebe4c62-d7cc-11e8-824f-0242ac160002,"Summarize, represent, and interpret data on a single count or measurement variable",HSS-ID.A,,,"09,10,11,12",Cluster
5ebf5e7f-d7cc-11e8-824f-0242ac160002,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",HSS-ID.A.1,1,,"09,10,11,12",Standard
5ec093e8-d7cc-11e8-824f-0242ac160002,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",HSS-ID.A.2,2,,"09,10,11,12",Standard
5ec15db5-d7cc-11e8-824f-0242ac160002,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",HSS-ID.A.3,3,,"09,10,11,12",Standard
5ec1fa3b-d7cc-11e8-824f-0242ac160002,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",HSS-ID.A.4,4,,"09,10,11,12",Standard
5ebe4e54-d7cc-11e8-824f-0242ac160002,"Summarize, represent, and interpret data on two categorical and quantitative variables",HSS-ID.B,,,"09,10,11,12",Cluster
5ec2913c-d7cc-11e8-824f-0242ac160002,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",HSS-ID.B.5,5,,"09,10,11,12",Standard
5ec2fd2e-d7cc-11e8-824f-0242ac160002,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",HSS-ID.B.6,6,,"09,10,11,12",Standard
5ec42ccf-d7cc-11e8-824f-0242ac160002,Fit a function to the data; use functions fitted to data to solve problems in the context of the data.,HSS-ID.B.6.a,a.,"Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.","09,10,11,12",Component
5ec498c0-d7cc-11e8-824f-0242ac160002,Informally assess the fit of a function by plotting and analyzing residuals.,HSS-ID.B.6.b,b.,,"09,10,11,12",Component
5ec4dfec-d7cc-11e8-824f-0242ac160002,Fit a linear function for a scatter plot that suggests a linear association.,HSS-ID.B.6.c,c.,,"09,10,11,12",Component
5ebe509e-d7cc-11e8-824f-0242ac160002,Interpret linear models,HSS-ID.C,,,"09,10,11,12",Cluster
5ec35f94-d7cc-11e8-824f-0242ac160002,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,HSS-ID.C.7,7,,"09,10,11,12",Standard
5ec3a3c9-d7cc-11e8-824f-0242ac160002,Compute (using technology) and interpret the correlation coefficient of a linear fit.,HSS-ID.C.8,8,,"09,10,11,12",Standard
5ec3cf78-d7cc-11e8-824f-0242ac160002,Distinguish between correlation and causation.,HSS-ID.C.9,9,,"09,10,11,12",Standard
5ebde57a-d7cc-11e8-824f-0242ac160002,Making Inferences & Justifying Conclusions,,,,"09,10,11,12",Domain
5ebe487e-d7cc-11e8-824f-0242ac160002,Understand and evaluate random processes underlying statistical experiments,HSS-IC.A,,,"09,10,11,12",Cluster
5ebf5c20-d7cc-11e8-824f-0242ac160002,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,HSS-IC.A.1,1,,"09,10,11,12",Standard
5ec09184-d7cc-11e8-824f-0242ac160002,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. <em>For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?</em>",HSS-IC.A.2,2,,"09,10,11,12",Standard
5ebe4a71-d7cc-11e8-824f-0242ac160002,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",HSS-IC.B,,,"09,10,11,12",Cluster
5ec15b5e-d7cc-11e8-824f-0242ac160002,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",HSS-IC.B.3,3,,"09,10,11,12",Standard
5ec1f7d4-d7cc-11e8-824f-0242ac160002,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,HSS-IC.B.4,4,,"09,10,11,12",Standard
5ec28c60-d7cc-11e8-824f-0242ac160002,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,HSS-IC.B.5,5,,"09,10,11,12",Standard
5ec2fa0a-d7cc-11e8-824f-0242ac160002,Evaluate reports based on data.,HSS-IC.B.6,6,,"09,10,11,12",Standard
5ebde77c-d7cc-11e8-824f-0242ac160002,Conditional Probability & the Rules of Probability,,,,"09,10,11,12",Domain
5ebe449e-d7cc-11e8-824f-0242ac160002,Understand independence and conditional probability and use them to interpret data,HSS-CP.A,,,"09,10,11,12",Cluster
5ebf59b3-d7cc-11e8-824f-0242ac160002,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").",HSS-CP.A.1,1,,"09,10,11,12",Standard
5ec08ecd-d7cc-11e8-824f-0242ac160002,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",HSS-CP.A.2,2,,"09,10,11,12",Standard
5ec15905-d7cc-11e8-824f-0242ac160002,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",HSS-CP.A.3,3,,"09,10,11,12",Standard
5ec1f563-d7cc-11e8-824f-0242ac160002,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. <em>For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.</em>",HSS-CP.A.4,4,,"09,10,11,12",Standard
5ec288e6-d7cc-11e8-824f-0242ac160002,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. <em>For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.</em>",HSS-CP.A.5,5,,"09,10,11,12",Standard
5ebe468b-d7cc-11e8-824f-0242ac160002,Use the rules of probability to compute probabilities of compound events in a uniform probability model,HSS-CP.B,,,"09,10,11,12",Cluster
5ec2f6b6-d7cc-11e8-824f-0242ac160002,"Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.",HSS-CP.B.6,6,,"09,10,11,12",Standard
5ec35c81-d7cc-11e8-824f-0242ac160002,"Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.",HSS-CP.B.7,7,,"09,10,11,12",Standard
5ec3a104-d7cc-11e8-824f-0242ac160002,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.",HSS-CP.B.8,8,,"09,10,11,12",Standard
5ec3cd5d-d7cc-11e8-824f-0242ac160002,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.,HSS-CP.B.9,9,,"09,10,11,12",Standard
5ebde977-d7cc-11e8-824f-0242ac160002,Using Probability to Make Decisions,,,,"09,10,11,12",Domain
5ebe5299-d7cc-11e8-824f-0242ac160002,Calculate expected values and use them to solve problems,HSS-MD.A,,,"09,10,11,12",Cluster
5ebf612c-d7cc-11e8-824f-0242ac160002,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.,HSS-MD.A.1,1,,"09,10,11,12",Standard
5ec09642-d7cc-11e8-824f-0242ac160002,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.,HSS-MD.A.2,2,,"09,10,11,12",Standard
5ec1600a-d7cc-11e8-824f-0242ac160002,"(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. <em>For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.</em>",HSS-MD.A.3,3,,"09,10,11,12",Standard
